Case ID,Date,Register Request,StartTime1,EndTime1,Resource1,Cost1,Check Date,StartTime2,EndTime2,Resource2,Cost2,Audit Mode ,StartTime3,EndTime3,Resource3,Cost3,Manual Review,StartTime4,EndTime4,Resource4,Cost4,Review the Reason,StartTime5,EndTime5,Resource5,Cost5,Check Ticket,StartTime6,EndTime6,Resource6,Cost6,Examine Casually,StartTime7,EndTime7,Resource7,Cost7,Examine Thoroughly,StartTime8,EndTime8,Resource8,Cost8,Decide,StartTime9,EndTime9,Resource9,Cost9,Accept,StartTime10,EndTime10,Resource10,Cost10,Reject,StartTime11,EndTime11,Resource11,Cost11,Reapply,StartTime12,EndTime12,Resource12,Cost12
7042,2018/10/19,Flight cancellation,16:42:37,16:42:37,None,0,No,16:42:40,16:42:40,None,0,Normal review,16:42:45,16:42:45,None,0,None,0,0,None,0,Real,16:42:48,16:44:36,Junior staff,2.5,Real,16:44:41,16:46:19,Junior staff,2.268518519,Pass,16:44:41,16:45:24,Junior staff,0.99537037,None,0,0,None,0,Accept,16:46:24,16:48:36,Senior staff,12.22222222,1,16:48:38,16:57:13,Intermediate staff,23.84259259,0,0,0,None,0,0,0,0,None,0
7043,2018/10/19,Flight cancellation,16:42:54,16:42:54,None,0,No,16:42:58,16:42:58,None,0,Normal review,16:42:59,16:42:59,None,0,None,0,0,None,0,Real,16:43:01,16:44:43,Junior staff,2.361111111,Real,16:44:45,16:45:51,Junior staff,1.527777778,Pass,16:44:45,16:45:52,Junior staff,1.550925926,None,0,0,None,0,Accept,16:45:53,16:50:16,Senior staff,24.35185185,1,16:50:21,16:57:52,Intermediate staff,20.87962963,0,0,0,None,0,0,0,0,None,0
7044,2018/10/19,Flight cancellation,16:43:26,16:43:26,None,0,No,16:43:31,16:43:31,None,0,Normal review,16:43:35,16:43:35,None,0,None,0,0,None,0,Real,16:43:39,16:44:35,Junior staff,1.296296296,Real,16:44:38,16:46:21,Junior staff,2.384259259,Pass,16:44:37,16:46:08,Junior staff,2.106481481,None,0,0,None,0,Accept,16:46:24,16:50:17,Senior staff,21.57407407,1,16:50:21,16:58:47,Intermediate staff,23.42592593,0,0,0,None,0,0,0,0,None,0
7045,2018/10/19,Flight cancellation,16:43:36,16:43:36,None,0,No,16:43:38,16:43:38,None,0,Normal review,16:43:40,16:43:40,None,0,None,0,0,None,0,Real,16:43:41,16:44:46,Junior staff,1.50462963,Real,16:44:50,16:46:39,Junior staff,2.523148148,Pass,16:44:49,16:45:58,Junior staff,1.597222222,None,0,0,None,0,Accept,16:46:41,16:51:40,Senior staff,27.68518519,1,16:51:43,16:58:18,Intermediate staff,18.28703704,0,0,0,None,0,0,0,0,None,0
7046,2018/10/19,Flight cancellation,16:43:46,16:43:46,None,0,No,16:43:49,16:43:49,None,0,Normal review,16:43:53,16:43:53,None,0,None,0,0,None,0,Real,16:43:54,16:45:48,Junior staff,2.638888889,Real,16:45:52,16:47:45,Junior staff,2.615740741,Pass,16:45:52,16:46:21,Junior staff,0.671296296,None,0,0,None,0,Accept,16:47:49,16:52:51,Senior staff,27.96296296,1,16:52:54,17:00:48,Intermediate staff,21.94444444,0,0,0,None,0,0,0,0,None,0
7047,2018/10/19,Flight delay,16:43:48,16:43:48,None,0,No,16:43:50,16:43:50,None,0,Normal review,16:43:54,16:43:54,None,0,None,0,0,None,0,Real,16:43:56,16:44:27,Junior staff,0.717592593,Real,16:44:32,16:45:02,Junior staff,0.694444444,Pass,16:44:29,16:45:09,Junior staff,0.925925926,None,0,0,None,0,Accept,16:45:12,16:51:38,Senior staff,35.74074074,1,16:51:42,16:57:50,Intermediate staff,17.03703704,0,0,0,None,0,0,0,0,None,0
7048,2018/10/19,Flight cancellation,16:43:56,16:43:56,None,0,No,16:44:00,16:44:00,None,0,Normal review,16:44:06,16:44:06,None,0,None,0,0,None,0,Real,16:44:11,16:45:51,Junior staff,2.314814815,Real,16:45:55,16:46:31,Junior staff,0.833333333,Pass,16:45:53,16:47:44,Junior staff,2.569444444,None,0,0,None,0,Accept,16:47:46,16:50:51,Senior staff,17.12962963,1,16:50:53,17:00:33,Intermediate staff,26.85185185,0,0,0,None,0,0,0,0,None,0
7049,2018/10/19,Flight cancellation,16:44:15,16:44:15,None,0,No,16:44:20,16:44:20,None,0,Normal review,16:44:25,16:44:25,None,0,None,0,0,None,0,Real,16:44:26,16:46:17,Junior staff,2.569444444,Real,16:46:19,16:47:48,Junior staff,2.060185185,Pass,16:46:21,16:48:02,Junior staff,2.337962963,None,0,0,None,0,Accept,16:48:04,16:53:24,Senior staff,29.62962963,1,16:53:28,17:00:24,Intermediate staff,19.25925926,0,0,0,None,0,0,0,0,None,0
7050,2018/10/19,Flight cancellation,16:44:17,16:44:17,None,0,No,16:44:22,16:44:22,None,0,Normal review,16:44:26,16:44:26,None,0,None,0,0,None,0,Fake,16:44:27,16:45:51,Junior staff,1.944444444,Fake,16:45:53,16:46:58,Junior staff,1.50462963,None,0,0,None,0,Pass,16:45:55,16:59:16,Intermediate staff,37.08333333,Reject,16:59:19,17:01:44,Senior staff,13.42592593,0,0,0,None,0,1,17:01:49,17:03:01,Junior staff,1.666666667,0,0,0,None,0
7051,2018/10/19,Flight cancellation,16:44:36,16:44:36,None,0,No,16:44:39,16:44:39,None,0,Normal review,16:44:44,16:44:44,None,0,None,0,0,None,0,Real,16:44:48,16:46:20,Junior staff,2.12962963,Real,16:46:24,16:46:56,Junior staff,0.740740741,Pass,16:46:25,16:47:20,Junior staff,1.273148148,None,0,0,None,0,Accept,16:47:23,16:54:52,Senior staff,41.57407407,1,16:54:58,17:00:25,Intermediate staff,15.13888889,0,0,0,None,0,0,0,0,None,0
7052,2018/10/19,Flight cancellation,16:45:07,16:45:07,None,0,No,16:45:11,16:45:11,None,0,Normal review,16:45:13,16:45:13,None,0,None,0,0,None,0,Real,16:45:17,16:46:53,Junior staff,2.222222222,Real,16:46:55,16:48:46,Junior staff,2.569444444,Pass,16:46:55,16:48:14,Junior staff,1.828703704,None,0,0,None,0,Accept,16:48:48,16:57:26,Senior staff,47.96296296,1,16:57:27,17:06:18,Intermediate staff,24.58333333,0,0,0,None,0,0,0,0,None,0
7053,2018/10/19,Other,16:45:14,16:45:14,None,0,No,16:45:19,16:45:19,None,0,Manual review,16:45:22,16:45:22,None,0,Reject,16:45:27,16:56:09,Senior staff,59.44444444,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,1,16:56:14,16:56:59,Junior staff,1.041666667,0,0,0,None,0
7054,2018/10/19,Flight cancellation,16:46:22,16:46:22,None,0,No,16:46:26,16:46:26,None,0,Normal review,16:46:32,16:46:32,None,0,None,0,0,None,0,Real,16:46:34,16:47:57,Junior staff,1.921296296,Real,16:48:01,16:49:57,Junior staff,2.685185185,Pass,16:47:59,16:49:25,Junior staff,1.990740741,None,0,0,None,0,Accept,16:50:03,16:58:38,Senior staff,47.68518519,1,16:58:43,17:07:15,Intermediate staff,23.7037037,0,0,0,None,0,0,0,0,None,0
7055,2018/10/19,Flight cancellation,16:46:48,16:46:48,None,0,No,16:46:52,16:46:52,None,0,Normal review,16:46:58,16:46:58,None,0,None,0,0,None,0,Fake,16:46:59,16:48:02,Junior staff,1.458333333,Real,16:48:05,16:48:46,Junior staff,0.949074074,None,0,0,None,0,Pass,16:48:07,16:56:35,Intermediate staff,23.51851852,Reapply,16:56:38,16:59:53,Senior staff,18.05555556,0,0,0,None,0,0,0,0,None,0,1,16:59:57,17:00:53,Junior staff,1.296296296
7056,2018/10/19,Flight cancellation,16:46:51,16:46:51,None,0,No,16:46:56,16:46:56,None,0,Normal review,16:47:00,16:47:00,None,0,None,0,0,None,0,Real,16:47:02,16:48:26,Junior staff,1.944444444,Real,16:48:27,16:49:32,Junior staff,1.50462963,Pass,16:48:31,16:49:38,Junior staff,1.550925926,None,0,0,None,0,Accept,16:49:41,16:54:22,Senior staff,26.01851852,1,16:54:25,17:01:30,Intermediate staff,19.67592593,0,0,0,None,0,0,0,0,None,0
7057,2018/10/19,Flight cancellation,16:46:51,16:46:51,None,0,No,16:46:53,16:46:53,None,0,Normal review,16:46:58,16:46:58,None,0,None,0,0,None,0,Real,16:47:01,16:48:01,Junior staff,1.388888889,Real,16:48:02,16:48:50,Junior staff,1.111111111,Pass,16:48:06,16:49:11,Junior staff,1.50462963,None,0,0,None,0,Accept,16:49:13,16:55:10,Senior staff,33.05555556,1,16:55:16,17:03:51,Intermediate staff,23.84259259,0,0,0,None,0,0,0,0,None,0
7058,2018/10/19,Flight cancellation,16:47:08,16:47:08,None,0,No,16:47:13,16:47:13,None,0,Normal review,16:47:15,16:47:15,None,0,None,0,0,None,0,Real,16:47:18,16:49:16,Junior staff,2.731481481,Real,16:49:21,16:50:34,Junior staff,1.689814815,Pass,16:49:19,16:51:05,Junior staff,2.453703704,None,0,0,None,0,Accept,16:51:10,17:00:12,Senior staff,50.18518519,1,17:00:17,17:06:16,Intermediate staff,16.62037037,0,0,0,None,0,0,0,0,None,0
7059,2018/10/19,Flight delay,16:47:22,16:47:22,None,0,No,16:47:27,16:47:27,None,0,Manual review,16:47:29,16:47:29,None,0,Reapply,16:47:33,17:08:45,Senior staff,117.7777778,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,0,0,0,None,0,1,17:08:49,17:10:33,Junior staff,2.407407407
7060,2018/10/19,Flight cancellation,16:47:31,16:47:31,None,0,No,16:47:36,16:47:36,None,0,Normal review,16:47:37,16:47:37,None,0,None,0,0,None,0,Real,16:47:40,16:49:32,Junior staff,2.592592593,Real,16:49:38,16:50:42,Junior staff,1.481481481,Pass,16:49:37,16:50:56,Junior staff,1.828703704,None,0,0,None,0,Accept,16:51:01,16:57:06,Senior staff,33.7962963,1,16:57:09,17:06:04,Intermediate staff,24.76851852,0,0,0,None,0,0,0,0,None,0
7061,2018/10/19,Flight cancellation,16:47:55,16:47:55,None,0,No,16:47:58,16:47:58,None,0,Normal review,16:48:00,16:48:00,None,0,None,0,0,None,0,Real,16:48:05,16:50:01,Junior staff,2.685185185,Real,16:50:06,16:51:06,Junior staff,1.388888889,Pass,16:50:06,16:50:51,Junior staff,1.041666667,None,0,0,None,0,Accept,16:51:10,16:54:56,Senior staff,20.92592593,1,16:55:00,17:03:25,Intermediate staff,23.37962963,0,0,0,None,0,0,0,0,None,0
7062,2018/10/19,Flight cancellation,16:49:05,16:49:05,None,0,No,16:49:08,16:49:08,None,0,Normal review,16:49:10,16:49:10,None,0,None,0,0,None,0,Real,16:49:14,16:50:11,Junior staff,1.319444444,Real,16:50:13,16:50:48,Junior staff,0.810185185,Pass,16:50:13,16:51:52,Junior staff,2.291666667,None,0,0,None,0,Accept,16:51:56,17:00:56,Senior staff,50,1,17:01:02,17:07:26,Intermediate staff,17.77777778,0,0,0,None,0,0,0,0,None,0
7063,2018/10/19,Flight cancellation,16:49:19,16:49:19,None,0,No,16:49:23,16:49:23,None,0,Normal review,16:49:27,16:49:27,None,0,None,0,0,None,0,Real,16:49:31,16:51:17,Junior staff,2.453703704,Real,16:51:19,16:52:35,Junior staff,1.759259259,Pass,16:51:21,16:51:50,Junior staff,0.671296296,None,0,0,None,0,Accept,16:52:40,17:00:50,Senior staff,45.37037037,1,17:00:51,17:06:10,Intermediate staff,14.76851852,0,0,0,None,0,0,0,0,None,0
7064,2018/10/19,Flight cancellation,16:49:31,16:49:31,None,0,No,16:49:35,16:49:35,None,0,Normal review,16:49:39,16:49:39,None,0,None,0,0,None,0,Real,16:49:41,16:51:03,Junior staff,1.898148148,Real,16:51:07,16:52:42,Junior staff,2.199074074,Pass,16:51:05,16:51:50,Junior staff,1.041666667,None,0,0,None,0,Accept,16:52:46,17:01:22,Senior staff,47.77777778,1,17:01:27,17:07:31,Intermediate staff,16.85185185,0,0,0,None,0,0,0,0,None,0
7065,2018/10/19,Flight delay,16:49:38,16:49:38,None,0,No,16:49:41,16:49:41,None,0,Normal review,16:49:43,16:49:43,None,0,None,0,0,None,0,Real,16:49:45,16:50:56,Junior staff,1.643518519,Real,16:50:59,16:51:37,Junior staff,0.87962963,Pass,16:50:59,16:52:09,Junior staff,1.62037037,None,0,0,None,0,Accept,16:52:14,16:55:20,Senior staff,17.22222222,1,16:55:24,17:01:47,Intermediate staff,17.73148148,0,0,0,None,0,0,0,0,None,0
7066,2018/10/19,Flight cancellation,16:49:41,16:49:41,None,0,No,16:49:45,16:49:45,None,0,Normal review,16:49:49,16:49:49,None,0,None,0,0,None,0,Real,16:49:53,16:51:01,Junior staff,1.574074074,Real,16:51:04,16:52:40,Junior staff,2.222222222,Pass,16:51:04,16:52:07,Junior staff,1.458333333,None,0,0,None,0,Accept,16:52:44,17:00:42,Senior staff,44.25925926,1,17:00:44,17:06:08,Intermediate staff,15,0,0,0,None,0,0,0,0,None,0
7067,2018/10/19,Flight cancellation,16:50:01,16:50:01,None,0,No,16:50:05,16:50:05,None,0,Normal review,16:50:07,16:50:07,None,0,None,0,0,None,0,Fake,16:50:12,16:52:06,Junior staff,2.638888889,Real,16:52:08,16:53:03,Junior staff,1.273148148,None,0,0,None,0,Fail,16:52:07,17:03:45,Intermediate staff,32.31481481,Reject,17:03:47,17:10:37,Senior staff,37.96296296,0,0,0,None,0,1,17:10:39,17:11:56,Junior staff,1.782407407,0,0,0,None,0
7068,2018/10/19,Flight cancellation,16:50:47,16:50:47,None,0,No,16:50:48,16:50:48,None,0,Normal review,16:50:49,16:50:49,None,0,None,0,0,None,0,Real,16:50:52,16:51:27,Junior staff,0.810185185,Real,16:51:30,16:53:07,Junior staff,2.24537037,Pass,16:51:33,16:52:47,Junior staff,1.712962963,None,0,0,None,0,Accept,16:53:08,17:00:01,Senior staff,38.24074074,1,17:00:04,17:07:17,Intermediate staff,20.0462963,0,0,0,None,0,0,0,0,None,0
7069,2018/10/19,Flight cancellation,16:51:00,16:51:00,None,0,No,16:51:03,16:51:03,None,0,Manual review,16:51:05,16:51:05,None,0,Reject,16:51:07,17:06:26,Senior staff,85.09259259,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,1,17:06:30,17:07:11,Junior staff,0.949074074,0,0,0,None,0
7070,2018/10/19,Flight cancellation,16:51:20,16:51:20,None,0,No,16:51:24,16:51:24,None,0,Normal review,16:51:26,16:51:26,None,0,None,0,0,None,0,Real,16:51:30,16:53:07,Junior staff,2.24537037,Real,16:53:10,16:54:41,Junior staff,2.106481481,Pass,16:53:09,16:54:37,Junior staff,2.037037037,None,0,0,None,0,Accept,16:54:42,16:59:30,Senior staff,26.66666667,1,16:59:34,17:06:25,Intermediate staff,19.02777778,0,0,0,None,0,0,0,0,None,0
7071,2018/10/19,Other,16:51:39,16:51:39,None,0,No,16:51:41,16:51:41,None,0,Manual review,16:51:43,16:51:43,None,0,Reapply,16:51:48,17:20:57,Senior staff,161.9444444,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,0,0,0,None,0,1,17:21:02,17:22:40,Junior staff,2.268518519
7072,2018/10/19,Other,16:51:42,16:51:42,None,0,No,16:51:44,16:51:44,None,0,Manual review,16:51:49,16:51:49,None,0,Reject,16:51:55,17:17:31,Senior staff,142.2222222,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,1,17:17:37,17:18:38,Junior staff,1.412037037,0,0,0,None,0
7073,2018/10/19,Flight cancellation,16:51:43,16:51:43,None,0,No,16:51:47,16:51:47,None,0,Normal review,16:51:52,16:51:52,None,0,None,0,0,None,0,Real,16:51:58,16:52:52,Junior staff,1.25,Real,16:52:54,16:54:27,Junior staff,2.152777778,Pass,16:52:55,16:53:25,Junior staff,0.694444444,None,0,0,None,0,Accept,16:54:30,17:01:48,Senior staff,40.55555556,1,17:01:49,17:09:20,Intermediate staff,20.87962963,0,0,0,None,0,0,0,0,None,0
7074,2018/10/19,Flight cancellation,16:52:26,16:52:26,None,0,No,16:52:31,16:52:31,None,0,Normal review,16:52:34,16:52:34,None,0,None,0,0,None,0,Real,16:52:37,16:53:35,Junior staff,1.342592593,Real,16:53:40,16:55:01,Junior staff,1.875,Pass,16:53:40,16:54:16,Junior staff,0.833333333,None,0,0,None,0,Accept,16:55:06,16:58:17,Senior staff,17.68518519,1,16:58:20,17:03:45,Intermediate staff,15.0462963,0,0,0,None,0,0,0,0,None,0
7075,2018/10/19,Flight cancellation,16:54:29,16:54:29,None,0,No,16:54:33,16:54:33,None,0,Manual review,16:54:36,16:54:36,None,0,Accept,16:54:40,17:14:47,Senior staff,111.7592593,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,1,17:14:51,17:23:07,Intermediate staff,22.96296296,0,0,0,None,0,0,0,0,None,0
7076,2018/10/19,Other,16:55:02,16:55:02,None,0,No,16:55:06,16:55:06,None,0,Manual review,16:55:09,16:55:09,None,0,Reject,16:55:10,17:06:52,Senior staff,65,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,1,17:06:55,17:08:09,Junior staff,1.712962963,0,0,0,None,0
7077,2018/10/19,Flight cancellation,16:55:14,16:55:14,None,0,No,16:55:18,16:55:18,None,0,Normal review,16:55:22,16:55:22,None,0,None,0,0,None,0,Real,16:55:26,16:57:03,Junior staff,2.24537037,Real,16:57:07,16:58:49,Junior staff,2.361111111,Pass,16:57:06,16:58:28,Junior staff,1.898148148,None,0,0,None,0,Accept,16:58:53,17:06:11,Senior staff,40.55555556,1,17:06:17,17:11:47,Intermediate staff,15.27777778,0,0,0,None,0,0,0,0,None,0
7078,2018/10/19,Flight cancellation,16:55:17,16:55:17,None,0,No,16:55:21,16:55:21,None,0,Normal review,16:55:26,16:55:26,None,0,None,0,0,None,0,Real,16:55:32,16:57:23,Junior staff,2.569444444,Real,16:57:27,16:58:07,Junior staff,0.925925926,Pass,16:57:25,16:58:27,Junior staff,1.435185185,None,0,0,None,0,Accept,16:58:28,17:00:41,Senior staff,12.31481481,1,17:00:43,17:09:41,Intermediate staff,24.90740741,0,0,0,None,0,0,0,0,None,0
7079,2018/10/19,Flight cancellation,16:55:40,16:55:40,None,0,No,16:55:45,16:55:45,None,0,Manual review,16:55:51,16:55:51,None,0,Accept,16:55:57,17:10:36,Senior staff,81.38888889,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,1,17:10:40,17:17:34,Intermediate staff,19.16666667,0,0,0,None,0,0,0,0,None,0
7080,2018/10/19,Flight cancellation,16:55:51,16:55:51,None,0,No,16:55:53,16:55:53,None,0,Normal review,16:55:57,16:55:57,None,0,None,0,0,None,0,Real,16:55:58,16:57:16,Junior staff,1.805555556,Real,16:57:19,16:58:35,Junior staff,1.759259259,Pass,16:57:19,16:58:50,Junior staff,2.106481481,None,0,0,None,0,Accept,16:58:54,17:06:47,Senior staff,43.7962963,1,17:06:51,17:14:41,Intermediate staff,21.75925926,0,0,0,None,0,0,0,0,None,0
7081,2018/10/19,Flight cancellation,16:56:14,16:56:14,None,0,No,16:56:19,16:56:19,None,0,Normal review,16:56:21,16:56:21,None,0,None,0,0,None,0,Real,16:56:23,16:58:06,Junior staff,2.384259259,Real,16:58:11,16:59:59,Junior staff,2.5,Pass,16:58:10,16:59:35,Junior staff,1.967592593,None,0,0,None,0,Accept,17:00:03,17:03:20,Senior staff,18.24074074,1,17:03:22,17:09:02,Intermediate staff,15.74074074,0,0,0,None,0,0,0,0,None,0
7082,2018/10/19,Flight cancellation,16:56:15,16:56:15,None,0,No,16:56:18,16:56:18,None,0,Normal review,16:56:22,16:56:22,None,0,None,0,0,None,0,Real,16:56:27,16:58:25,Junior staff,2.731481481,Real,16:58:30,16:59:03,Junior staff,0.763888889,Pass,16:58:27,17:00:13,Junior staff,2.453703704,None,0,0,None,0,Accept,17:00:17,17:09:46,Senior staff,52.68518519,1,17:09:48,17:16:29,Intermediate staff,18.56481481,0,0,0,None,0,0,0,0,None,0
7083,2018/10/19,Flight cancellation,16:56:22,16:56:22,None,0,No,16:56:26,16:56:26,None,0,Normal review,16:56:30,16:56:30,None,0,None,0,0,None,0,Real,16:56:33,16:58:25,Junior staff,2.592592593,Real,16:58:28,16:59:52,Junior staff,1.944444444,Pass,16:58:26,16:59:29,Junior staff,1.458333333,None,0,0,None,0,Accept,16:59:56,17:02:06,Senior staff,12.03703704,1,17:02:07,17:10:42,Intermediate staff,23.84259259,0,0,0,None,0,0,0,0,None,0
7084,2018/10/19,Flight delay,16:56:27,16:56:27,None,0,No,16:56:30,16:56:30,None,0,Normal review,16:56:34,16:56:34,None,0,None,0,0,None,0,Real,16:56:38,16:58:07,Junior staff,2.060185185,Real,16:58:11,16:59:02,Junior staff,1.180555556,Pass,16:58:09,17:00:00,Junior staff,2.569444444,None,0,0,None,0,Accept,17:00:04,17:06:33,Senior staff,36.01851852,1,17:06:39,17:14:51,Intermediate staff,22.77777778,0,0,0,None,0,0,0,0,None,0
7085,2018/10/19,Flight cancellation,16:56:37,16:56:37,None,0,No,16:56:38,16:56:38,None,0,Normal review,16:56:42,16:56:42,None,0,None,0,0,None,0,Real,16:56:46,16:57:22,Junior staff,0.833333333,Real,16:57:25,16:59:07,Junior staff,2.361111111,Pass,16:57:24,16:58:19,Junior staff,1.273148148,None,0,0,None,0,Accept,16:59:12,17:03:03,Senior staff,21.38888889,1,17:03:06,17:08:54,Intermediate staff,16.11111111,0,0,0,None,0,0,0,0,None,0
7086,2018/10/19,Flight cancellation,16:56:43,16:56:43,None,0,No,16:56:46,16:56:46,None,0,Normal review,16:56:50,16:56:50,None,0,None,0,0,None,0,Real,16:56:55,16:57:45,Junior staff,1.157407407,Real,16:57:51,16:59:24,Junior staff,2.152777778,Pass,16:57:48,16:58:31,Junior staff,0.99537037,None,0,0,None,0,Accept,16:59:28,17:01:29,Senior staff,11.2037037,1,17:01:32,17:07:19,Intermediate staff,16.06481481,0,0,0,None,0,0,0,0,None,0
7087,2018/10/19,Flight cancellation,16:56:44,16:56:44,None,0,No,16:56:50,16:56:50,None,0,Normal review,16:56:55,16:56:55,None,0,None,0,0,None,0,Real,16:56:57,16:57:33,Junior staff,0.833333333,Real,16:57:39,16:58:25,Junior staff,1.064814815,Pass,16:57:36,16:58:06,Junior staff,0.694444444,None,0,0,None,0,Accept,16:58:29,17:06:31,Senior staff,44.62962963,1,17:06:35,17:15:41,Intermediate staff,25.27777778,0,0,0,None,0,0,0,0,None,0
7088,2018/10/19,Flight cancellation,16:57:56,16:57:56,None,0,No,16:58:01,16:58:01,None,0,Normal review,16:58:04,16:58:04,None,0,None,0,0,None,0,Real,16:58:09,17:00:03,Junior staff,2.638888889,Real,17:00:04,17:01:05,Junior staff,1.412037037,Pass,17:00:06,17:01:02,Junior staff,1.296296296,None,0,0,None,0,Accept,17:01:07,17:05:02,Senior staff,21.75925926,1,17:05:05,17:10:29,Intermediate staff,15,0,0,0,None,0,0,0,0,None,0
7089,2018/10/19,Flight delay,16:58:28,16:58:28,None,0,No,16:58:34,16:58:34,None,0,Normal review,16:58:36,16:58:36,None,0,None,0,0,None,0,Real,16:58:38,17:00:22,Junior staff,2.407407407,Real,17:00:27,17:01:40,Junior staff,1.689814815,Pass,17:00:24,17:02:19,Junior staff,2.662037037,None,0,0,None,0,Accept,17:02:21,17:11:12,Senior staff,49.16666667,1,17:11:15,17:16:38,Intermediate staff,14.9537037,0,0,0,None,0,0,0,0,None,0
7090,2018/10/19,Flight cancellation,16:58:45,16:58:45,None,0,No,16:58:48,16:58:48,None,0,Normal review,16:58:50,16:58:50,None,0,None,0,0,None,0,Real,16:58:52,16:59:36,Junior staff,1.018518519,Real,16:59:39,17:00:35,Junior staff,1.296296296,Pass,16:59:39,17:00:19,Junior staff,0.925925926,None,0,0,None,0,Accept,17:00:37,17:04:54,Senior staff,23.7962963,1,17:04:55,17:12:58,Intermediate staff,22.36111111,0,0,0,None,0,0,0,0,None,0
7091,2018/10/19,Other,16:59:02,16:59:02,None,0,No,16:59:04,16:59:04,None,0,Manual review,16:59:08,16:59:08,None,0,Reject,16:59:10,17:19:39,Senior staff,113.7962963,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,1,17:19:42,17:20:58,Junior staff,1.759259259,0,0,0,None,0
7092,2018/10/19,Flight cancellation,16:59:54,16:59:54,None,0,No,16:59:55,16:59:55,None,0,Normal review,16:59:56,16:59:56,None,0,None,0,0,None,0,Real,16:59:57,17:01:13,Junior staff,1.759259259,Real,17:01:16,17:02:50,Junior staff,2.175925926,Pass,17:01:15,17:02:54,Junior staff,2.291666667,None,0,0,None,0,Accept,17:02:55,17:09:14,Senior staff,35.09259259,1,17:09:17,17:18:53,Intermediate staff,26.66666667,0,0,0,None,0,0,0,0,None,0
7093,2018/10/20,Flight cancellation,9:00:17,9:00:17,None,0,Yes,9:00:20,9:00:20,None,0,Normal review,9:00:25,9:00:25,None,0,None,0,0,None,0,Real,9:04:01,9:05:09,Junior staff,1.574074074,Real,9:05:14,9:06:45,Junior staff,2.106481481,Pass,9:05:14,9:06:08,Junior staff,1.25,None,0,0,None,0,Accept,9:06:49,9:09:50,Senior staff,16.75925926,1,9:09:53,9:18:26,Intermediate staff,23.75,0,0,0,None,0,0,0,0,None,0
7094,2018/10/20,Flight cancellation,9:00:20,9:00:20,None,0,Yes,9:00:23,9:00:23,None,0,Normal review,9:00:29,9:00:29,None,0,None,0,0,None,0,Real,9:21:21,9:22:46,Junior staff,1.967592593,Real,9:22:50,9:24:49,Junior staff,2.75462963,Pass,9:22:47,9:24:14,Junior staff,2.013888889,None,0,0,None,0,Accept,9:24:52,9:31:54,Senior staff,39.07407407,1,9:31:59,9:39:43,Intermediate staff,21.48148148,0,0,0,None,0,0,0,0,None,0
7095,2018/10/20,Flight cancellation,9:00:51,9:00:51,None,0,Yes,9:00:54,9:00:54,None,0,Normal review,9:00:56,9:00:56,None,0,None,0,0,None,0,Real,9:29:44,9:31:16,Junior staff,2.12962963,Real,9:31:20,9:32:21,Junior staff,1.412037037,Pass,9:31:21,9:32:54,Junior staff,2.152777778,None,0,0,None,0,Accept,9:32:56,9:34:59,Senior staff,11.38888889,1,9:35:00,9:41:48,Intermediate staff,18.88888889,0,0,0,None,0,0,0,0,None,0
7096,2018/10/20,Flight cancellation,9:01:00,9:01:00,None,0,Yes,9:01:04,9:01:04,None,0,Normal review,9:01:09,9:01:09,None,0,None,0,0,None,0,Real,9:25:29,9:27:26,Junior staff,2.708333333,Real,9:27:29,9:28:30,Junior staff,1.412037037,Pass,9:27:28,9:28:22,Junior staff,1.25,None,0,0,None,0,Accept,9:28:34,9:38:17,Senior staff,53.98148148,1,9:38:21,9:44:49,Intermediate staff,17.96296296,0,0,0,None,0,0,0,0,None,0
7097,2018/10/20,Flight cancellation,9:01:58,9:01:58,None,0,Yes,9:02:02,9:02:02,None,0,Normal review,9:02:04,9:02:04,None,0,None,0,0,None,0,Fake,9:18:54,9:19:49,Junior staff,1.273148148,Real,9:19:51,9:21:48,Junior staff,2.708333333,None,0,0,None,0,Pass,9:19:54,9:33:54,Intermediate staff,38.88888889,Accept,9:33:58,9:37:41,Senior staff,20.64814815,1,9:37:43,9:46:29,Intermediate staff,24.35185185,0,0,0,None,0,0,0,0,None,0
